"id","name","alias","address","zipcode","location","state","country","founded","phone","fax","email","website","president","manager","logo_big","logo_middle","logo_small","standard_playground","notes","extended","ordering","checked_out","checked_out_time","modified","modified_by","dissolved","asset_id"
156,"KIRKLARELİ GENÇLİKSPOR","kirklareli-genclik","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",156,0,0000-00-00 00:00:00,2019-10-01 08:24:17,854,"",123
157,"ŞAFAKTEPE GSK","safaktepe-gsk","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_safaktepe.png","images/com_joomleague/database/clubs/medium/medium_safaktepe.png","images/com_joomleague/database/clubs/small/small_safaktepe.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",157,0,0000-00-00 00:00:00,2022-04-14 07:55:53,738,"",11421
158,"GLOBAL SPOR","globalspor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_globalhaber.png","images/com_joomleague/database/clubs/medium/medium_globalhaber.png","images/com_joomleague/database/clubs/small/small_globalhaber.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",158,0,0000-00-00 00:00:00,2020-01-26 12:46:25,738,"",125
159,"TOFAŞ","tofas","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_tofas.png","images/com_joomleague/database/clubs/medium/medium_tofas.jpg","images/com_joomleague/database/clubs/small/small_tofas.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",159,0,0000-00-00 00:00:00,2022-11-10 05:39:18,485,"",114
160,"YAKIN DOĞU ÜNİVERSİTESİ","yakin-dogu-universitesi","","","","","CYP","","","","","","","","images/com_joomleague/database/clubs/large/large_ydu.png","images/com_joomleague/database/clubs/medium/medium_ydu.png","images/com_joomleague/database/clubs/small/small_ydu.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",160,0,0000-00-00 00:00:00,2022-11-04 05:28:46,485,"",1435
161,"AKTİF SPOR","aktifspor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",161,0,0000-00-00 00:00:00,,,"",128
162,"KONYA GENÇLİK SPOR","konya-genclik-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",162,0,0000-00-00 00:00:00,2022-04-19 07:23:31,485,"",117
163,"YAVUZ SELİM İ.Ö.O","yavuz-selim-ioo","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_meb.png","images/com_joomleague/database/clubs/medium/medium_meb.png","images/com_joomleague/database/clubs/small/small_meb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",163,0,0000-00-00 00:00:00,2022-04-20 21:55:42,485,"",126
164,"HİZMET-DER","hizmet-der","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",164,0,0000-00-00 00:00:00,,,"",131
165,"ERZURUM GENÇLİK SPOR","erzurum-genclik-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",165,0,0000-00-00 00:00:00,2022-04-20 21:44:36,485,"",124
166,"1957 ESPİYE SPOR","1957-espiye-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_1957_Espiyespor.png","images/com_joomleague/database/clubs/medium/medium_1957_Espiyespor.png","images/com_joomleague/database/clubs/small/small_1957_Espiyespor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",166,0,0000-00-00 00:00:00,2022-04-21 06:09:45,485,"",127
167,"MARMARA GÜCÜ","marmara-gucu","","","","","","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",167,0,0000-00-00 00:00:00,,,"",134
168,"EÜAŞ","euas","","","","","","","","","","","","","images/com_joomleague/database/clubs/large/large_euas.png","images/com_joomleague/database/clubs/medium/medium_euas.png","images/com_joomleague/database/clubs/small/small_euas.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",168,0,0000-00-00 00:00:00,2022-04-19 07:31:45,485,"",121
169,"BURÇ GENÇLİK SPOR","burc-genclik-spor","","","","","","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",169,0,0000-00-00 00:00:00,,,"",136
170,"AMASYA BELEDİYESİ","amasya-belediyesi","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_amasya_belediyesi_spor.jpg","images/com_joomleague/database/clubs/medium/medium_amasya_belediyesi_spor.jpg","images/com_joomleague/database/clubs/small/small_amasya_belediyesi_spor.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",170,0,0000-00-00 00:00:00,2022-04-19 07:30:03,485,"",119
171,"KEÇİÖREN BAĞLUM SPOR","kecioren-baglum","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_kecioren_baglumspor.png","images/com_joomleague/database/clubs/medium/medium_kecioren_baglumspor.png","images/com_joomleague/database/clubs/small/small_kecioren_baglumspor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",171,0,0000-00-00 00:00:00,2022-04-21 06:14:55,485,"",132
172,"SAKARYA MTİ","sakarya-mti","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",172,0,0000-00-00 00:00:00,,,"",139
173,"TRAKER SPOR","traker-spor","","","","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",173,0,0000-00-00 00:00:00,,,"",140
174,"ANAFEN KOLEJ SPOR","anafen","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_anafen.png","images/com_joomleague/database/clubs/medium/medium_anafen.png","images/com_joomleague/database/clubs/small/small_anafen.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",174,0,0000-00-00 00:00:00,2022-04-19 07:25:51,485,"",118
175,"BAHÇEŞEHİR AKPINAR SPOR","bahceshir-akpinar-spor","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_bahcesehir_akpinar.jpg","images/com_joomleague/database/clubs/medium/medium_bahcesehir_akpinar.jpg","images/com_joomleague/database/clubs/small/small_bahcesehir_akpinar.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",175,0,0000-00-00 00:00:00,2022-04-19 07:30:50,485,"",120
176,"POLİS AKADEMİSİ","polis-akademisi","","","ANKARA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_polis_akademisi.png","images/com_joomleague/database/clubs/medium/medium_polis_akademisi.png","images/com_joomleague/database/clubs/small/small_polis_akademisi.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",176,0,0000-00-00 00:00:00,2022-04-19 07:32:41,485,"",122
177,"TARIM SPOR","tarim-spor","","","ANKARA","","TUR","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",177,0,0000-00-00 00:00:00,,,"",18048
178,"ARTVİN 7 MART SPOR","artvin-7-mart","","","ARTVİN","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_artvin 7 mart spor.png","images/com_joomleague/database/clubs/medium/medium_artvin 7 mart spor.png","images/com_joomleague/database/clubs/small/small_artvin 7 mart spor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",178,0,0000-00-00 00:00:00,2022-04-21 06:12:43,485,"",130
179,"MAK-SAN OTOMOTİV SPOR","maksan-otomotiv","","","ANKARA","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_maksan.png","images/com_joomleague/database/clubs/medium/medium_maksan.png","images/com_joomleague/database/clubs/small/small_maksan.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",179,0,0000-00-00 00:00:00,2022-04-21 06:16:04,485,"",133
180,"ARIKÖY SPOR","arikoy-spor","","","İSTANBUL","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_ariköy.png","images/com_joomleague/database/clubs/medium/medium_ariköy.png","images/com_joomleague/database/clubs/small/small_ariköy.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",180,0,0000-00-00 00:00:00,2022-04-21 06:11:58,485,"",129
181,"TRABZON BÜYÜKŞEHİR BELEDİYESİ","trabzon-bld","","","Trabzon","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_trabzon-bb.png","images/com_joomleague/database/clubs/medium/medium_trabzon-bb.png","images/com_joomleague/database/clubs/small/small_trabzon-bb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",181,0,0000-00-00 00:00:00,2020-11-18 10:28:42,738,"",1732
182,"ISPARTA GENÇ HAREKET GSK","isparta-gh-gsk","","","","","","","","","","","","","images/com_joomleague/database/clubs/large/large_isparta_genc_hareket.png","images/com_joomleague/database/clubs/small/small_isparta_genc_hareket.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",182,0,0000-00-00 00:00:00,2022-04-14 10:12:36,738,"",2757
183,"NİZİP HOKEY TEKKESİ SPOR","nizip-hokey","","","","","","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",183,0,0000-00-00 00:00:00,,,"",2759
184,"SELÇUKLU BLD. SPOR","selcuklu-bld-spor","","","","","","","","","","","","","images/com_joomleague/database/clubs/large/large_selcuklu-belediyespor.png","images/com_joomleague/database/clubs/medium/medium_selcuklu-belediyespor.png","images/com_joomleague/database/clubs/small/small_selcuklu-belediyespor.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",184,0,0000-00-00 00:00:00,2021-04-19 23:25:30,738,"",2761
185,"TOKAT GENÇLİK VE SPOR","tokat-genclik-ve-spor","","","","","","","","","","","","","images/com_joomleague/database/clubs/large/large_gsb.png","images/com_joomleague/database/clubs/medium/medium_gsb.png","images/com_joomleague/database/clubs/small/small_gsb.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",185,0,0000-00-00 00:00:00,2022-04-20 21:50:40,485,"",125
186,"KARİYER-DER","kariyer-der","","","","","","","","","","","","","images/com_joomleague/database/placeholders/placeholder_150.png","images/com_joomleague/database/placeholders/placeholder_50.png","images/com_joomleague/database/placeholders/placeholder_small.gif",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",186,0,0000-00-00 00:00:00,2022-10-07 08:44:25,,"",3022
187,"BANDIRMA MTİ","bandirma-mti","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_bandirma_mti.jpg","images/com_joomleague/database/clubs/medium/medium_bandirma_mti.jpg","images/com_joomleague/database/clubs/small/small_bandirma_mti.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",187,0,0000-00-00 00:00:00,2022-04-16 16:15:17,485,"",104
188,"BANDIRMA ONYEDİ EYLÜL ÜNİV.","bandirma-17eylul-univ","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_17eylul_bandirma.png","images/com_joomleague/database/clubs/medium/medium_17eylul_bandirma.png","images/com_joomleague/database/clubs/small/small_17eylul_bandirma.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",188,0,0000-00-00 00:00:00,2022-04-14 07:49:48,738,"",7594
189,"HAYAT GENÇLİK VE SPOR","hayat-genclik","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_hayat_genclik.png","images/com_joomleague/database/clubs/medium/medium_hayat_genclik.png","images/com_joomleague/database/clubs/small/small_hayat_genclik.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",189,0,0000-00-00 00:00:00,2022-04-14 07:52:11,738,"",7596
190,"İZVET","izvet","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_izvet.png","images/com_joomleague/database/clubs/medium/medium_izvet.png","images/com_joomleague/database/clubs/small/small_izvet.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",190,0,0000-00-00 00:00:00,2022-04-14 07:53:17,738,"",7598
191,"MERSİN AKADEMİA Anadolu Lisesi","mersin-akademia-anadolu-lisesi","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_mersin_akademia.png","images/com_joomleague/database/clubs/medium/medium_mersin_akademia.png","images/com_joomleague/database/clubs/small/small_mersin_akademia.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",191,0,0000-00-00 00:00:00,2023-11-30 14:56:14,485,"",6705
192,"ONİKİŞUBAT NF SPOR","12-subat-nf","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_onikisubat.png","images/com_joomleague/database/clubs/medium/medium_onikisubat.png","images/com_joomleague/database/clubs/small/small_onikisubat.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",192,0,0000-00-00 00:00:00,2022-04-16 16:04:19,485,"",103
193,"SÜLEYMAN DEMİREL ÜNİVERSİTESİ","suleyman-demirel-univ","","","","","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_suleyman_demirel_univ.png","images/com_joomleague/database/clubs/medium/medium_suleyman_demirel_univ.png","images/com_joomleague/database/clubs/small/small_suleyman_demirel_univ.png",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",193,0,0000-00-00 00:00:00,2022-04-14 07:56:58,738,"",7604
194,"AFAD GENÇLİK VE SPOR","afad-gnc-spr","","","","Ankara","TUR","","","","","","","","images/com_joomleague/database/clubs/large/large_afad.jpg","images/com_joomleague/database/clubs/medium/medium_afad.jpg","images/com_joomleague/database/clubs/small/small_afad.jpg",0,"","{""COM_JOOMLEAGUE_EXT_CLUB_YOUTHMANAGER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_YOUTHTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_CLUBTREASURER"":"""",""COM_JOOMLEAGUE_EXT_CLUB_SECONDWWW"":""""}",194,0,0000-00-00 00:00:00,2022-04-14 07:50:57,738,"",7792
